record_id,source_file,source_sheet,source_row,source_priority,record_label,group_label,sample_name,citation_raw,doi_raw,url_raw,reference_keys,publication_title,publication_authors_short,publication_journal,publication_year,publication_published_date,publication_issue_pages,material_family,form_factor,cnt_type,synthesis_method,postprocessing,heat_treatment_C,condition_temperature_C,condition_atmosphere,measurement_method,gauge_length_mm,strain_rate_s_inv,provenance_table_figure_page,source_export,extraction_method,comparison_scope,public_status,internal_status,curator,confidence_score,raw_payload_json,notes,diameter_um_raw,diameter_um_error_raw,density_g_cm3_raw,density_g_cm3_error_raw,linear_density_tex_raw,linear_density_tex_error_raw,tenacity_N_tex_raw,tenacity_N_tex_error_raw,tensile_strength_GPa_raw,tensile_strength_GPa_error_raw,initial_modulus_N_tex_raw,initial_modulus_N_tex_error_raw,initial_modulus_GPa_raw,initial_modulus_GPa_error_raw,breaking_strain_pct_raw,breaking_strain_pct_error_raw,rupture_work_J_g_raw,rupture_work_J_g_error_raw,electrical_conductivity_S_cm_raw,electrical_conductivity_S_cm_error_raw,thermal_conductivity_W_mK_raw,thermal_conductivity_W_mK_error_raw,density_kg_m3,specific_volume_cm3_g,specific_volume_m3_kg,diameter_m,linear_density_kg_m,specific_strength_N_m_kg,tensile_strength_unit_inference,tensile_strength_GPa,tensile_strength_Pa,specific_modulus_N_m_kg,initial_modulus_GPa,initial_modulus_Pa,breaking_strain_fraction,rupture_work_J_kg,electrical_conductivity_S_m,specific_electrical_conductivity_S_m2_kg,thermal_conductivity_W_mK,specific_volume_cm3_g_raw,specific_electrical_conductivity_MS_m2_g_raw,electrical_conductivity_MS_m_raw,g_d_ratio_raw,g_d_ratio,electrical_conductivity_MS_m_error_raw,publication_year_raw,doi_raw_norm,electrical_conductivity_MS_m,density_g_cm3_plot,specific_conductivity_S_m2_kg_calc,specific_conductivity_kS_m2_kg,display_name,is_vilatela_2026,publication_title_for_plot,publication_year_for_plot,publication_journal_for_plot
rec_42149da6dd33,RadarFigureSource.xlsx,Radar,13,2,S·DW:1400℃,,Heat Solution-Spun CNTF,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,solution_spun,heat_treated,1400.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:1400℃"", ""Comments"": ""Heat Solution-Spun CNTF"", ""Density [g cm−3] ±"": 1.88, ""Specific Volume [cm3g-1]"": 0.5319148936170213, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 2.74, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 252, ""Work of Rupture [J g−1]"": 29.08, ""E Cond [MS m^2/g]"": 0.9893617021276597, ""Thermal Conductivity [W m−1 K−1]"": null, ""Electrical Conductivity [MS m−1]"": 1.86, ""Tensile [GPa]"": 5.1512, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.88,,,,,,5.1512,,,,,,,,29.08,,,,,,1880.0,0.5319148936170213,0.000531914893617,,,,raw_value_as_GPa,5.1512,5151200000.0,,,,,29080.0,1860000.0,989.3617021276598,,0.5319148936170213,0.9893617021276596,1.86,,,,,,1.86,1.88,989.3617021276596,0.9893617021276595,S·DW:1400℃: Heat Solution-Spun CNTF,False,,,
rec_81eb1bbffc48,RadarFigureSource.xlsx,Radar,70,2,ASTM A36 Steel,,ASTM A36 Steel,,,,,,,,,,,metal_comparator,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,context_comparator,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""ASTM A36 Steel"", ""Comments"": null, ""Density [g cm−3] ±"": 7.85, ""Specific Volume [cm3g-1]"": 0.12738853503184713, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 0.061146496815286625, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 25.477707006369428, ""Work of Rupture [J g−1]"": 6, ""E Cond [MS m^2/g]"": 0.8866242038216561, ""Thermal Conductivity [W m−1 K−1]"": 50.1, ""Electrical Conductivity [MS m−1]"": 6.96, ""Tensile [GPa]"": 0.48, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,7.85,,,,,,0.48,,,,,,,,6.0,,,,50.1,,7850.0,0.1273885350318471,0.0001273885350318,,,,raw_value_as_GPa,0.48,480000000.0,,,,,6000.0,6960000.0,886.6242038216561,50.1,0.1273885350318471,0.8866242038216561,6.96,,,,,,6.96,7.85,886.624203821656,0.886624203821656,ASTM A36 Steel,False,,,
rec_7c59bae10273,RadarFigureSource.xlsx,Fibers With Error,15,2,S·DW:2000℃,,S·DW:2000℃,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,,heat_treated,2000.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:2000℃"", ""Comments"": null, ""Density [g cm−3] ±"": 1.58, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.6329113924050632, ""Tenacity [N tex−1]"": 2.93, ""±"": 0.33, ""Initial Modulus [N tex−1]"": 372, ""±.1"": 5, ""Elongation [%]"": 1.15, ""±.2"": 0.26, ""Work of Rupture [J g−1]"": 17.55, ""±.3"": 5.18, ""Electrical Conductivity [MS m−1]"": 1.22, ""±.4"": 0.32, ""Thermal Conductivity [W m−1 K−1]"": null, ""±.5"": null, ""Tensile (Gpa)"": 4.6294, ""Unnamed: 19"": null}",,,,1.58,,,,2.93,0.33,4.6294,,372.0,5.0,,,1.15,0.26,17.55,5.18,,,,,1580.0,0.6329113924050632,0.000632911392405,,,2930000.0,raw_value_as_GPa,4.6294,4629400000.0,372000000.0,,,0.0115,17550.0,1220000.0,772.1518987341772,,0.6329113924050632,,1.22,,,0.32,,,1.22,1.58,772.1518987341772,0.7721518987341771,S·DW:2000℃,False,,,
rec_82d79c517600,RadarFigureSource.xlsx,Radar,15,2,S·DW:2000℃,,Heat Solution-Spun CNTF,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,solution_spun,heat_treated,2000.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:2000℃"", ""Comments"": ""Heat Solution-Spun CNTF"", ""Density [g cm−3] ±"": 1.58, ""Specific Volume [cm3g-1]"": 0.6329113924050632, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 2.93, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 372, ""Work of Rupture [J g−1]"": 17.55, ""E Cond [MS m^2/g]"": 0.7721518987341771, ""Thermal Conductivity [W m−1 K−1]"": null, ""Electrical Conductivity [MS m−1]"": 1.22, ""Tensile [GPa]"": 4.6294, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.58,,,,,,4.6294,,,,,,,,17.55,,,,,,1580.0,0.6329113924050632,0.000632911392405,,,,raw_value_as_GPa,4.6294,4629400000.0,,,,,17550.0,1220000.0,772.1518987341772,,0.6329113924050632,0.7721518987341771,1.22,,,,,,1.22,1.58,772.1518987341772,0.7721518987341771,S·DW:2000℃: Heat Solution-Spun CNTF,False,,,
rec_f1e1f0f128dd,XiaO_DATA.xlsx,Sheet1,4,1,This work-Fully DD,This work-Fully DD,This Work-Fully DD,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,fully_double_drawn,,,,,,,,OriginPro export from Xiao Ashby plot workbook,exported_table,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""record_label"": ""This work-Fully DD"", ""notes"": ""This Work-Fully DD"", ""citation_raw"": null, ""diameter_um_raw"": 20, ""diameter_um_error_raw"": null, ""density_g_cm3_raw"": 1.3972672686651, ""density_g_cm3_error_raw"": 0.0137027758221651, ""linear_density_tex_raw"": 0.404, ""linear_density_tex_error_raw"": null, ""tenacity_N_tex_raw"": 3.2192215, ""tenacity_N_tex_error_raw"": 0.0672833863075426, ""tensile_strength_GPa_raw"": 4.49834264437525, ""tensile_strength_GPa_error_raw"": 0.113622422988725, ""initial_modulus_N_tex_raw"": 138.45269, ""initial_modulus_N_tex_error_raw"": 6.32524354398152, ""initial_modulus_GPa_raw"": 193.455411995636, ""initial_modulus_GPa_error_raw"": null, ""breaking_strain_pct_raw"": 3.901975, ""breaking_strain_pct_error_raw"": 0.166360592914909, ""rupture_work_J_g_raw"": 75.0727925, ""rupture_work_J_g_error_raw"": 5.23760810173583, ""electrical_conductivity_S_cm_raw"": 10700, ""electrical_conductivity_S_cm_error_raw"": null, ""thermal_conductivity_W_mK_raw"": 353.9, ""thermal_conductivity_W_mK_error_raw"": null}",This Work-Fully DD,20.0,,1.3972672686651,0.0137027758221651,0.404,,3.2192215,0.0672833863075426,4.49834264437525,0.113622422988725,138.45269,6.32524354398152,193.455411995636,,3.901975,0.166360592914909,75.0727925,5.23760810173583,10700.0,,353.9,,1397.2672686651,0.7156826917983736,0.0007156826917983,2e-05,4.04e-07,3219221.5,raw_value_as_GPa,4.49834264437525,4498342644.37525,138452690.0,193.455411995636,193455411995.636,0.03901975,75072.79250000001,1070000.0,765.7804802242598,353.9,,,,,,,,,1.07,1.3972672686651,765.7804802242598,0.7657804802242598,This Work-Fully DD,False,,,
rec_02c0d3e87828,RadarFigureSource.xlsx,Radar,6,2,Xioa-Boies Fully DD,,Fully Double-Drawn CNTF,https://www.science.org/doi/10.1126/sciadv.abq3515,10.1126/sciadv.abq3515,https://www.science.org/doi/10.1126/sciadv.abq3515,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,raw;fully_double_drawn,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""Xioa-Boies Fully DD"", ""Comments"": ""Fully Double-Drawn CNTF"", ""Density [g cm−3] ±"": 1.4, ""Specific Volume [cm3g-1]"": 0.7142857142857143, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 3.22, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 138, ""Work of Rupture [J g−1]"": 75, ""E Cond [MS m^2/g]"": 0.7642857142857143, ""Thermal Conductivity [W m−1 K−1]"": 354, ""Electrical Conductivity [MS m−1]"": 1.07, ""Tensile [GPa]"": 4.508, ""G:D Ratio"": null, ""Publication"": ""https://www.science.org/doi/10.1126/sciadv.abq3515"", ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.4,,,,,,4.508,,,,,,,,75.0,,,,354.0,,1400.0,0.7142857142857143,0.0007142857142857,,,,raw_value_as_GPa,4.508,4508000000.0,,,,,75000.0,1070000.0,764.2857142857143,354.0,0.7142857142857143,0.7642857142857143,1.07,,,,,10.1126/sciadv.abq3515,1.07,1.4,764.2857142857143,0.7642857142857143,Xioa-Boies Fully DD: Fully Double-Drawn CNTF,False,"Simultaneously enhanced tenacity, rupture work, and thermal conductivity of carbon nanotube fibers by raising effective tube portion",2022.0,Science Advances
rec_2498a792955e,RadarFigureSource.xlsx,Fibers With Error,6,2,This Work-Fully DD,,Fully Double-Drawn CNTF,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,raw;fully_double_drawn,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""This Work-Fully DD"", ""Comments"": ""Fully Double-Drawn CNTF"", ""Density [g cm−3] ±"": 1.4, ""Unnamed: 4"": 0.01, ""1/Density [cm3g-1]"": 0.7142857142857143, ""Tenacity [N tex−1]"": 3.22, ""±"": 0.07, ""Initial Modulus [N tex−1]"": 138, ""±.1"": 6, ""Elongation [%]"": 3.9, ""±.2"": 0.2, ""Work of Rupture [J g−1]"": 75, ""±.3"": 5, ""Electrical Conductivity [MS m−1]"": 1.07, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": 354, ""±.5"": null, ""Tensile (Gpa)"": 4.508, ""Unnamed: 19"": null}",,,,1.4,,,,3.22,0.07,4.508,,138.0,6.0,,,3.9,0.2,75.0,5.0,,,354.0,,1400.0,0.7142857142857143,0.0007142857142857,,,3220000.0,raw_value_as_GPa,4.508,4508000000.0,138000000.0,,,0.039,75000.0,1070000.0,764.2857142857143,354.0,0.7142857142857143,,1.07,,,,,,1.07,1.4,764.2857142857143,0.7642857142857143,This Work-Fully DD: Fully Double-Drawn CNTF,False,,,
rec_0b07a4d12b8e,RadarFigureSource.xlsx,Radar,69,2,AERMet Steel,,AERMet Steel,Carpenter AerMet® 340 Datasheet,,,,,,,,,,metal_comparator,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,context_comparator,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""AERMet Steel"", ""Comments"": null, ""Density [g cm−3] ±"": 7.86, ""Specific Volume [cm3g-1]"": 0.1272264631043257, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 0.30916030534351147, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 24.427480916030532, ""Work of Rupture [J g−1]"": 17.5, ""E Cond [MS m^2/g]"": 0.7506361323155216, ""Thermal Conductivity [W m−1 K−1]"": 54, ""Electrical Conductivity [MS m−1]"": 5.9, ""Tensile [GPa]"": 2.43, ""G:D Ratio"": null, ""Publication"": ""Carpenter AerMet® 340 Datasheet"", ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,7.86,,,,,,2.43,,,,,,,,17.5,,,,54.0,,7860.0,0.1272264631043257,0.0001272264631043,,,,raw_value_as_GPa,2.43,2430000000.0,,,,,17500.0,5900000.0,750.6361323155216,54.0,0.1272264631043257,0.7506361323155216,5.9,,,,,,5.9,7.86,750.6361323155216,0.7506361323155216,AERMet Steel,False,,,
rec_2f0baf2da45b,RadarFigureSource.xlsx,Radar,2,2,F-CNTFs,,High-strength CNTs,https://doi.org/10.1080/02786826.2023.2206442,10.1080/02786826.2023.2206442,https://doi.org/10.1080/02786826.2023.2206442,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""F-CNTFs"", ""Comments"": ""High-strength CNTs"", ""Density [g cm−3] ±"": 1.05, ""Specific Volume [cm3g-1]"": 0.9523809523809523, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 1.7, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 94.4, ""Work of Rupture [J g−1]"": null, ""E Cond [MS m^2/g]"": 0.47619047619047616, ""Thermal Conductivity [W m−1 K−1]"": null, ""Electrical Conductivity [MS m−1]"": 0.5, ""Tensile [GPa]"": 1.785, ""G:D Ratio"": null, ""Publication"": ""https://doi.org/10.1080/02786826.2023.2206442"", ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.05,,,,,,1.785,,,,,,,,,,,,,,1050.0,0.9523809523809524,0.0009523809523809,,,,raw_value_as_GPa,1.785,1785000000.0,,,,,,500000.0,476.19047619047615,,0.9523809523809524,0.4761904761904761,0.5,,,,,10.1080/02786826.2023.2206442,0.5,1.05,476.1904761904762,0.4761904761904762,F-CNTFs: High-strength CNTs,False,Compact aerosol aggregate model (CA<sup>2</sup>M): A fast tool to estimate the aerosol properties of fractal-like aggregates,2023.0,Aerosol Science and Technology
rec_17e504840936,RadarFigureSource.xlsx,Fibers With Error,2,2,F-CNTFs,,High-strength CNTs,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""F-CNTFs"", ""Comments"": ""High-strength CNTs"", ""Density [g cm−3] ±"": 1.05, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.9523809523809523, ""Tenacity [N tex−1]"": 1.7, ""±"": 0.2, ""Initial Modulus [N tex−1]"": 94.4, ""±.1"": 5.2, ""Elongation [%]"": 5.5, ""±.2"": 0.4, ""Work of Rupture [J g−1]"": null, ""±.3"": null, ""Electrical Conductivity [MS m−1]"": 0.5, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": null, ""±.5"": null, ""Tensile (Gpa)"": 1.785, ""Unnamed: 19"": null}",,,,1.05,,,,1.7,0.2,1.785,,94.4,5.2,,,5.5,0.4,,,,,,,1050.0,0.9523809523809524,0.0009523809523809,,,1700000.0,raw_value_as_GPa,1.785,1785000000.0,94400000.0,,,0.055,,500000.0,476.1904761904762,,0.9523809523809524,,0.5,,,,,,0.5,1.05,476.1904761904762,0.4761904761904762,F-CNTFs: High-strength CNTs,False,,,
rec_70d98b63b98c,XiaO_DATA.xlsx,Sheet1,5,1,This work-Raw,This work-Raw,This Work-Raw,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,raw,,,,,,,,OriginPro export from Xiao Ashby plot workbook,exported_table,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""record_label"": ""This work-Raw"", ""notes"": ""This Work-Raw"", ""citation_raw"": null, ""diameter_um_raw"": 44, ""diameter_um_error_raw"": null, ""density_g_cm3_raw"": 0.662487142797564, ""density_g_cm3_error_raw"": 0.154121635952007, ""linear_density_tex_raw"": 0.473, ""linear_density_tex_error_raw"": null, ""tenacity_N_tex_raw"": 1.22888441, ""tenacity_N_tex_error_raw"": 0.084368496889723, ""tensile_strength_GPa_raw"": 0.809064649866361, ""tensile_strength_GPa_error_raw"": 0.186515578332482, ""initial_modulus_N_tex_raw"": 53.1241818181818, ""initial_modulus_N_tex_error_raw"": 5.1627574576556, ""initial_modulus_GPa_raw"": null, ""initial_modulus_GPa_error_raw"": null, ""breaking_strain_pct_raw"": 4.97761533333333, ""breaking_strain_pct_error_raw"": 0.512353954668926, ""rupture_work_J_g_raw"": 43.0390506666667, ""rupture_work_J_g_error_raw"": 6.03821409718963, ""electrical_conductivity_S_cm_raw"": 1650, ""electrical_conductivity_S_cm_error_raw"": null, ""thermal_conductivity_W_mK_raw"": 105.6, ""thermal_conductivity_W_mK_error_raw"": null}",This Work-Raw,44.0,,0.662487142797564,0.154121635952007,0.473,,1.22888441,0.084368496889723,0.809064649866361,0.186515578332482,53.1241818181818,5.1627574576556,,,4.97761533333333,0.512353954668926,43.0390506666667,6.03821409718963,1650.0,,105.6,,662.487142797564,1.5094632565655235,0.0015094632565655,4.4e-05,4.73e-07,1228884.41,raw_value_as_GPa,0.809064649866361,809064649.8663609,53124181.818181805,,,0.0497761533333333,43039.0506666667,165000.0,249.06143733331135,105.6,,,,,,,,,0.165,0.662487142797564,249.06143733331137,0.24906143733331138,This Work-Raw,False,,,
rec_fbe8fb7f71e0,RadarFigureSource.xlsx,Fibers With Error,7,2,This Work-Raw,,Raw Direct-spun CNTF,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,direct_spun_FCCVD,raw,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""This Work-Raw"", ""Comments"": ""Raw Direct-spun CNTF"", ""Density [g cm−3] ±"": 0.66, ""Unnamed: 4"": 0.15, ""1/Density [cm3g-1]"": 1.5151515151515151, ""Tenacity [N tex−1]"": 1.23, ""±"": 0.08, ""Initial Modulus [N tex−1]"": 53, ""±.1"": 5, ""Elongation [%]"": 5, ""±.2"": 0.5, ""Work of Rupture [J g−1]"": 43, ""±.3"": 6, ""Electrical Conductivity [MS m−1]"": 0.16, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": 106, ""±.5"": null, ""Tensile (Gpa)"": 0.8118000000000001, ""Unnamed: 19"": null}",,,,0.66,,,,1.23,0.08,0.8118000000000001,,53.0,5.0,,,5.0,0.5,43.0,6.0,,,106.0,,660.0,1.5151515151515151,0.0015151515151515,,,1230000.0,raw_value_as_GPa,0.8118000000000001,811800000.0000001,53000000.0,,,0.05,43000.0,160000.0,242.42424242424244,106.0,1.5151515151515151,,0.16,,,,,,0.16,0.66,242.42424242424244,0.24242424242424243,This Work-Raw: Raw Direct-spun CNTF,False,,,
rec_04a1f6a3011e,RadarFigureSource.xlsx,Radar,7,2,Xiao-Boies Work-Raw,,Raw Direct-spun CNTF,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,direct_spun_FCCVD,raw,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""Xiao-Boies Work-Raw"", ""Comments"": ""Raw Direct-spun CNTF"", ""Density [g cm−3] ±"": 0.66, ""Specific Volume [cm3g-1]"": 1.5151515151515151, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 1.23, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 53, ""Work of Rupture [J g−1]"": 43, ""E Cond [MS m^2/g]"": 0.24242424242424243, ""Thermal Conductivity [W m−1 K−1]"": 106, ""Electrical Conductivity [MS m−1]"": 0.16, ""Tensile [GPa]"": 0.8118000000000001, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,0.66,,,,,,0.8118000000000001,,,,,,,,43.0,,,,106.0,,660.0,1.5151515151515151,0.0015151515151515,,,,raw_value_as_GPa,0.8118000000000001,811800000.0000001,,,,,43000.0,160000.0,242.42424242424244,106.0,1.5151515151515151,0.2424242424242424,0.16,,,,,,0.16,0.66,242.42424242424244,0.24242424242424243,Xiao-Boies Work-Raw: Raw Direct-spun CNTF,False,,,
rec_20856eaf929f,RadarFigureSource.xlsx,Fibers With Error,16,2,S·DW:2400℃,,S·DW:2400℃,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,,heat_treated,2400.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:2400℃"", ""Comments"": null, ""Density [g cm−3] ±"": 1.43, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.6993006993006994, ""Tenacity [N tex−1]"": 2.22, ""±"": 0.2, ""Initial Modulus [N tex−1]"": 420, ""±.1"": 2, ""Elongation [%]"": 0.5, ""±.2"": 0.17, ""Work of Rupture [J g−1]"": 5.59, ""±.3"": 1.03, ""Electrical Conductivity [MS m−1]"": 0.33, ""±.4"": 0.21, ""Thermal Conductivity [W m−1 K−1]"": null, ""±.5"": null, ""Tensile (Gpa)"": 3.1746000000000003, ""Unnamed: 19"": null}",,,,1.43,,,,2.22,0.2,3.1746000000000003,,420.0,2.0,,,0.5,0.17,5.59,1.03,,,,,1430.0,0.6993006993006994,0.0006993006993006,,,2220000.0,raw_value_as_GPa,3.1746000000000003,3174600000.0000005,420000000.0,,,0.005,5590.0,330000.0,230.76923076923077,,0.6993006993006994,,0.33,,,0.21,,,0.33,1.43,230.76923076923077,0.23076923076923078,S·DW:2400℃,False,,,
rec_39e0ef19dba0,RadarFigureSource.xlsx,Radar,16,2,S·DW:2400℃,,Heat Solution-Spun CNTF,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,solution_spun,heat_treated,2400.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:2400℃"", ""Comments"": ""Heat Solution-Spun CNTF"", ""Density [g cm−3] ±"": 1.43, ""Specific Volume [cm3g-1]"": 0.6993006993006994, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 2.22, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 420, ""Work of Rupture [J g−1]"": 5.59, ""E Cond [MS m^2/g]"": 0.23076923076923078, ""Thermal Conductivity [W m−1 K−1]"": null, ""Electrical Conductivity [MS m−1]"": 0.33, ""Tensile [GPa]"": 3.1746000000000003, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.43,,,,,,3.1746000000000003,,,,,,,,5.59,,,,,,1430.0,0.6993006993006994,0.0006993006993006,,,,raw_value_as_GPa,3.1746000000000003,3174600000.0000005,,,,,5590.0,330000.0,230.76923076923077,,0.6993006993006994,0.2307692307692307,0.33,,,,,,0.33,1.43,230.76923076923077,0.23076923076923078,S·DW:2400℃: Heat Solution-Spun CNTF,False,,,
rec_9bb656228bbb,RadarFigureSource.xlsx,Fibers With Error,17,2,S·DW:2700℃,,S·DW:2700℃,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,,heat_treated,2700.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:2700℃"", ""Comments"": null, ""Density [g cm−3] ±"": 1.89, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.5291005291005292, ""Tenacity [N tex−1]"": 1.53, ""±"": 0.26, ""Initial Modulus [N tex−1]"": 445, ""±.1"": 9.5, ""Elongation [%]"": 0.36, ""±.2"": 0.03, ""Work of Rupture [J g−1]"": 3.18, ""±.3"": 0.46, ""Electrical Conductivity [MS m−1]"": 0.38, ""±.4"": 0.19, ""Thermal Conductivity [W m−1 K−1]"": 490, ""±.5"": 31.67, ""Tensile (Gpa)"": 2.8916999999999997, ""Unnamed: 19"": null}",,,,1.89,,,,1.53,0.26,2.8916999999999997,,445.0,9.5,,,0.36,0.03,3.18,0.46,,,490.0,31.67,1890.0,0.5291005291005292,0.0005291005291005,,,1530000.0,raw_value_as_GPa,2.8916999999999997,2891699999.9999995,445000000.0,,,0.0036,3180.0,380000.0,201.05820105820104,490.0,0.5291005291005292,,0.38,,,0.19,,,0.38,1.89,201.05820105820106,0.20105820105820107,S·DW:2700℃,False,,,
