record_id,source_file,source_sheet,source_row,source_priority,record_label,group_label,sample_name,citation_raw,doi_raw,url_raw,reference_keys,publication_title,publication_authors_short,publication_journal,publication_year,publication_published_date,publication_issue_pages,material_family,form_factor,cnt_type,synthesis_method,postprocessing,heat_treatment_C,condition_temperature_C,condition_atmosphere,measurement_method,gauge_length_mm,strain_rate_s_inv,provenance_table_figure_page,source_export,extraction_method,comparison_scope,public_status,internal_status,curator,confidence_score,raw_payload_json,notes,diameter_um_raw,diameter_um_error_raw,density_g_cm3_raw,density_g_cm3_error_raw,linear_density_tex_raw,linear_density_tex_error_raw,tenacity_N_tex_raw,tenacity_N_tex_error_raw,tensile_strength_GPa_raw,tensile_strength_GPa_error_raw,initial_modulus_N_tex_raw,initial_modulus_N_tex_error_raw,initial_modulus_GPa_raw,initial_modulus_GPa_error_raw,breaking_strain_pct_raw,breaking_strain_pct_error_raw,rupture_work_J_g_raw,rupture_work_J_g_error_raw,electrical_conductivity_S_cm_raw,electrical_conductivity_S_cm_error_raw,thermal_conductivity_W_mK_raw,thermal_conductivity_W_mK_error_raw,density_kg_m3,specific_volume_cm3_g,specific_volume_m3_kg,diameter_m,linear_density_kg_m,specific_strength_N_m_kg,tensile_strength_unit_inference,tensile_strength_GPa,tensile_strength_Pa,specific_modulus_N_m_kg,initial_modulus_GPa,initial_modulus_Pa,breaking_strain_fraction,rupture_work_J_kg,electrical_conductivity_S_m,specific_electrical_conductivity_S_m2_kg,thermal_conductivity_W_mK,specific_volume_cm3_g_raw,specific_electrical_conductivity_MS_m2_g_raw,electrical_conductivity_MS_m_raw,g_d_ratio_raw,g_d_ratio,electrical_conductivity_MS_m_error_raw,publication_year_raw,doi_raw_norm,electrical_conductivity_MS_m,density_g_cm3_plot,specific_conductivity_S_m2_kg_calc,specific_conductivity_kS_m2_kg,display_name,is_vilatela_2026,publication_title_for_plot,publication_year_for_plot,publication_journal_for_plot
rec_59cf7f763eb0,RadarFigureSource.xlsx,Fibers With Error,3,2,CSA-CNTFs,,CSA-CNTFs,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,CSA_processed,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""CSA-CNTFs"", ""Comments"": null, ""Density [g cm−3] ±"": 1.23, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.8130081300813008, ""Tenacity [N tex−1]"": 3.8, ""±"": 0.1, ""Initial Modulus [N tex−1]"": 105.7, ""±.1"": 6.1, ""Elongation [%]"": 3.5, ""±.2"": 0.1, ""Work of Rupture [J g−1]"": null, ""±.3"": null, ""Electrical Conductivity [MS m−1]"": 3.5, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": null, ""±.5"": null, ""Tensile (Gpa)"": 4.6739999999999995, ""Unnamed: 19"": null}",,,,1.23,,,,3.8,0.1,4.6739999999999995,,105.7,6.1,,,3.5,0.1,,,,,,,1230.0,0.8130081300813008,0.0008130081300813,,,3800000.0,raw_value_as_GPa,4.6739999999999995,4673999999.999999,105700000.0,,,0.035,,3500000.0,2845.528455284553,,0.8130081300813008,,3.5,,,,,,3.5,1.23,2845.528455284553,2.845528455284553,CSA-CNTFs,False,,,
rec_6dd4e73b22e7,RadarFigureSource.xlsx,Radar,3,2,CSA-CNTFs,,CSA-CNTFs,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,CSA_processed,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""CSA-CNTFs"", ""Comments"": null, ""Density [g cm−3] ±"": 1.23, ""Specific Volume [cm3g-1]"": 0.8130081300813008, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 3.8, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 105.7, ""Work of Rupture [J g−1]"": null, ""E Cond [MS m^2/g]"": 2.845528455284553, ""Thermal Conductivity [W m−1 K−1]"": null, ""Electrical Conductivity [MS m−1]"": 3.5, ""Tensile [GPa]"": 4.6739999999999995, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.23,,,,,,4.6739999999999995,,,,,,,,,,,,,,1230.0,0.8130081300813008,0.0008130081300813,,,,raw_value_as_GPa,4.6739999999999995,4673999999.999999,,,,,,3500000.0,2845.528455284553,,0.8130081300813008,2.845528455284553,3.5,,,,,,3.5,1.23,2845.528455284553,2.845528455284553,CSA-CNTFs,False,,,
rec_3057703b0ed3,XiaO_DATA.xlsx,Sheet1,99,1,Metal,Metal,Au,http://www.matweb.com/      &        10.1126/science.1228061,10.1126/science.1228061,http://www.matweb.com/,,,,,,,,metal_comparator,fiber_yarn,,,,,,,,,,,OriginPro export from Xiao Ashby plot workbook,exported_table,context_comparator,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""record_label"": ""Metal"", ""notes"": ""Au"", ""citation_raw"": ""http://www.matweb.com/      &        10.1126/science.1228061"", ""diameter_um_raw"": null, ""diameter_um_error_raw"": null, ""density_g_cm3_raw"": 19.32, ""density_g_cm3_error_raw"": null, ""linear_density_tex_raw"": null, ""linear_density_tex_error_raw"": null, ""tenacity_N_tex_raw"": 0.00621, ""tenacity_N_tex_error_raw"": null, ""tensile_strength_GPa_raw"": null, ""tensile_strength_GPa_error_raw"": null, ""initial_modulus_N_tex_raw"": null, ""initial_modulus_N_tex_error_raw"": null, ""initial_modulus_GPa_raw"": 74, ""initial_modulus_GPa_error_raw"": null, ""breaking_strain_pct_raw"": null, ""breaking_strain_pct_error_raw"": null, ""rupture_work_J_g_raw"": null, ""rupture_work_J_g_error_raw"": null, ""electrical_conductivity_S_cm_raw"": 453000, ""electrical_conductivity_S_cm_error_raw"": null, ""thermal_conductivity_W_mK_raw"": 315, ""thermal_conductivity_W_mK_error_raw"": null}",Au,,,19.32,,,,0.00621,,,,,,74.0,,,,,,453000.0,,315.0,,19320.0,0.05175983436853,5.175983436853002e-05,,,6210.0,,,,,74.0,74000000000.0,,,45300000.0,2344.7204968944097,315.0,,,,,,,,10.1126/science.1228061,45.3,19.32,2344.7204968944097,2.3447204968944098,Metal: Au,False,"Strong, Light, Multifunctional Fibers of Carbon Nanotubes with Ultrahigh Conductivity",2013.0,Science
rec_25823ba0ae4b,RadarFigureSource.xlsx,Fibers With Error,10,2,"SS-2013(20, 58)",,Solution-spun CNTF with CCNI DWCNT,,,,20;58,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,DWCNT,solution_spun,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""SS-2013(20, 58)"", ""Comments"": ""Solution-spun CNTF with CCNI DWCNT"", ""Density [g cm−3] ±"": 1.3, ""Unnamed: 4"": 0.1, ""1/Density [cm3g-1]"": 0.7692307692307692, ""Tenacity [N tex−1]"": 0.97, ""±"": null, ""Initial Modulus [N tex−1]"": 92, ""±.1"": 38, ""Elongation [%]"": 1.4, ""±.2"": 0.5, ""Work of Rupture [J g−1]"": null, ""±.3"": null, ""Electrical Conductivity [MS m−1]"": 2.9, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": 380, ""±.5"": 15, ""Tensile (Gpa)"": 1.261, ""Unnamed: 19"": null}",,,,1.3,,,,0.97,,1.261,,92.0,38.0,,,1.4,0.5,,,,,380.0,15.0,1300.0,0.7692307692307692,0.0007692307692307,,,970000.0,raw_value_as_GPa,1.261,1261000000.0,92000000.0,,,0.0139999999999999,,2900000.0,2230.769230769231,380.0,0.7692307692307692,,2.9,,,,,,2.9,1.3,2230.769230769231,2.230769230769231,"SS-2013(20, 58): Solution-spun CNTF with CCNI DWCNT",False,,,
rec_7ad5b7a404bd,XiaO_DATA.xlsx,Sheet1,8,1,Rice-2013,Rice-2013,(20),"10.1126/science.1228061
10.1021/acsami.7b10968",10.1021/acsami.7b10968;10.1126/science.1228061,,20,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,solution_spun,,,,,,,,,OriginPro export from Xiao Ashby plot workbook,exported_table,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""record_label"": ""Rice-2013"", ""notes"": ""(20)"", ""citation_raw"": ""10.1126/science.1228061\n10.1021/acsami.7b10968"", ""diameter_um_raw"": 9, ""diameter_um_error_raw"": 1, ""density_g_cm3_raw"": 1.3, ""density_g_cm3_error_raw"": 0.1, ""linear_density_tex_raw"": 1, ""linear_density_tex_error_raw"": 0, ""tenacity_N_tex_raw"": 0.969, ""tenacity_N_tex_error_raw"": 0, ""tensile_strength_GPa_raw"": 1, ""tensile_strength_GPa_error_raw"": 0.2, ""initial_modulus_N_tex_raw"": 92.3076923076923, ""initial_modulus_N_tex_error_raw"": 38.4615384615385, ""initial_modulus_GPa_raw"": 120, ""initial_modulus_GPa_error_raw"": 50, ""breaking_strain_pct_raw"": 1.4, ""breaking_strain_pct_error_raw"": 0.5, ""rupture_work_J_g_raw"": null, ""rupture_work_J_g_error_raw"": null, ""electrical_conductivity_S_cm_raw"": 29000, ""electrical_conductivity_S_cm_error_raw"": null, ""thermal_conductivity_W_mK_raw"": 380, ""thermal_conductivity_W_mK_error_raw"": 15}",(20),9.0,1.0,1.3,0.1,1.0,0.0,0.969,0.0,1.0,0.2,92.3076923076923,38.4615384615385,120.0,50.0,1.4,0.5,,,29000.0,,380.0,15.0,1300.0,0.7692307692307692,0.0007692307692307,9e-06,1e-06,969000.0,raw_value_as_GPa,1.0,1000000000.0,92307692.3076923,120.0,120000000000.0,0.0139999999999999,,2900000.0,2230.769230769231,380.0,,,,,,,,10.1021/acsami.7b10968;10.1126/science.1228061,2.9,1.3,2230.769230769231,2.230769230769231,Rice-2013: (20),False,,,
rec_da38ec45d92d,RadarFigureSource.xlsx,Radar,10,2,"SS-2013(20, 58)",,Solution-spun CNTF with CCNI DWCNT,,,,20;58,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,DWCNT,solution_spun,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""SS-2013(20, 58)"", ""Comments"": ""Solution-spun CNTF with CCNI DWCNT"", ""Density [g cm−3] ±"": 1.3, ""Specific Volume [cm3g-1]"": 0.7692307692307692, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 0.97, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 92, ""Work of Rupture [J g−1]"": null, ""E Cond [MS m^2/g]"": 2.230769230769231, ""Thermal Conductivity [W m−1 K−1]"": 380, ""Electrical Conductivity [MS m−1]"": 2.9, ""Tensile [GPa]"": 1.261, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.3,,,,,,1.261,,,,,,,,,,,,380.0,,1300.0,0.7692307692307692,0.0007692307692307,,,,raw_value_as_GPa,1.261,1261000000.0,,,,,,2900000.0,2230.769230769231,380.0,0.7692307692307692,2.230769230769231,2.9,,,,,,2.9,1.3,2230.769230769231,2.230769230769231,"SS-2013(20, 58): Solution-spun CNTF with CCNI DWCNT",False,,,
rec_e14f95b049b2,RadarFigureSource.xlsx,Radar,21,2,SWNT-Raw,,SWNT-Raw,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT,,raw,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""SWNT-Raw"", ""Comments"": null, ""Density [g cm−3] ±"": 1.6, ""Specific Volume [cm3g-1]"": 0.625, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 0.62, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 137, ""Work of Rupture [J g−1]"": null, ""E Cond [MS m^2/g]"": 2.1999999999999997, ""Thermal Conductivity [W m−1 K−1]"": 213, ""Electrical Conductivity [MS m−1]"": 3.52, ""Tensile [GPa]"": 0.992, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.6,,,,,,0.992,,,,,,,,,,,,213.0,,1600.0,0.625,0.000625,,,,raw_value_as_GPa,0.992,992000000.0,,,,,,3520000.0,2199.9999999999995,213.0,0.625,2.1999999999999997,3.52,,,,,,3.52,1.6,2200.0,2.2,SWNT-Raw,False,,,
rec_7b7b17d7a84a,RadarFigureSource.xlsx,Fibers With Error,22,2,SWNT-Raw,,SWNT-Raw,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT,,raw,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""SWNT-Raw"", ""Comments"": null, ""Density [g cm−3] ±"": 1.6, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.625, ""Tenacity [N tex−1]"": 0.62, ""±"": 0.06, ""Initial Modulus [N tex−1]"": 137, ""±.1"": 30, ""Elongation [%]"": 1.31, ""±.2"": 0.18, ""Work of Rupture [J g−1]"": null, ""±.3"": null, ""Electrical Conductivity [MS m−1]"": 3.52, ""±.4"": 0.48, ""Thermal Conductivity [W m−1 K−1]"": 213, ""±.5"": 42.87, ""Tensile (Gpa)"": 0.992, ""Unnamed: 19"": null}",,,,1.6,,,,0.62,0.06,0.992,,137.0,30.0,,,1.31,0.18,,,,,213.0,42.87,1600.0,0.625,0.000625,,,620000.0,raw_value_as_GPa,0.992,992000000.0,137000000.0,,,0.0131,,3520000.0,2200.0,213.0,0.625,,3.52,,,0.48,,,3.52,1.6,2200.0,2.2,SWNT-Raw,False,,,
rec_f8e2b6a26ecb,RadarFigureSource.xlsx,Radar,5,2,D-PBO-CNTFs,,D-PBO-CNTFs,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""D-PBO-CNTFs"", ""Comments"": null, ""Density [g cm−3] ±"": 1.4, ""Specific Volume [cm3g-1]"": 0.7142857142857143, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 5.8, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 122.4, ""Work of Rupture [J g−1]"": 121.64285714285715, ""E Cond [MS m^2/g]"": 2.0714285714285716, ""Thermal Conductivity [W m−1 K−1]"": null, ""Electrical Conductivity [MS m−1]"": 2.9, ""Tensile [GPa]"": 8.12, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.4,,,,,,8.12,,,,,,,,121.64285714285715,,,,,,1400.0,0.7142857142857143,0.0007142857142857,,,,raw_value_as_GPa,8.12,8119999999.999999,,,,,121642.85714285716,2900000.0,2071.4285714285716,,0.7142857142857143,2.0714285714285716,2.9,,,,,,2.9,1.4,2071.4285714285716,2.0714285714285716,D-PBO-CNTFs,False,,,
rec_298366b15573,RadarFigureSource.xlsx,Fibers With Error,5,2,D-PBO-CNTFs,,D-PBO-CNTFs,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""D-PBO-CNTFs"", ""Comments"": null, ""Density [g cm−3] ±"": 1.4, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.7142857142857143, ""Tenacity [N tex−1]"": 5.8, ""±"": 0.1, ""Initial Modulus [N tex−1]"": 122.4, ""±.1"": 5.9, ""Elongation [%]"": 5, ""±.2"": 0.6, ""Work of Rupture [J g−1]"": null, ""±.3"": null, ""Electrical Conductivity [MS m−1]"": 2.9, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": null, ""±.5"": null, ""Tensile (Gpa)"": 8.12, ""Unnamed: 19"": null}",,,,1.4,,,,5.8,0.1,8.12,,122.4,5.9,,,5.0,0.6,,,,,,,1400.0,0.7142857142857143,0.0007142857142857,,,5800000.0,raw_value_as_GPa,8.12,8119999999.999999,122400000.0,,,0.05,,2900000.0,2071.4285714285716,,0.7142857142857143,,2.9,,,,,,2.9,1.4,2071.4285714285716,2.0714285714285716,D-PBO-CNTFs,False,,,
rec_212fa86cda7c,XiaO_DATA.xlsx,Sheet1,102,1,Metal,Metal,Ni,http://www.matweb.com/      &        10.1126/science.1228064,10.1126/science.1228064,http://www.matweb.com/,,,,,,,,metal_comparator,fiber_yarn,,,,,,,,,,,OriginPro export from Xiao Ashby plot workbook,exported_table,context_comparator,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""record_label"": ""Metal"", ""notes"": ""Ni"", ""citation_raw"": ""http://www.matweb.com/      &        10.1126/science.1228064"", ""diameter_um_raw"": null, ""diameter_um_error_raw"": null, ""density_g_cm3_raw"": 8.73, ""density_g_cm3_error_raw"": null, ""linear_density_tex_raw"": null, ""linear_density_tex_error_raw"": null, ""tenacity_N_tex_raw"": 0.0357, ""tenacity_N_tex_error_raw"": null, ""tensile_strength_GPa_raw"": null, ""tensile_strength_GPa_error_raw"": null, ""initial_modulus_N_tex_raw"": null, ""initial_modulus_N_tex_error_raw"": null, ""initial_modulus_GPa_raw"": 170, ""initial_modulus_GPa_error_raw"": null, ""breaking_strain_pct_raw"": null, ""breaking_strain_pct_error_raw"": null, ""rupture_work_J_g_raw"": null, ""rupture_work_J_g_error_raw"": null, ""electrical_conductivity_S_cm_raw"": 153648, ""electrical_conductivity_S_cm_error_raw"": null, ""thermal_conductivity_W_mK_raw"": 91.4, ""thermal_conductivity_W_mK_error_raw"": null}",Ni,,,8.73,,,,0.0357,,,,,,170.0,,,,,,153648.0,,91.4,,8730.0,0.1145475372279496,0.0001145475372279,,,35700.0,,,,,170.0,170000000000.0,,,15364800.0,1760.0,91.4,,,,,,,,10.1126/science.1228064,15.3648,8.73,1760.0,1.76,Metal: Ni,False,,,
rec_8b0d923cca68,RadarFigureSource.xlsx,Fibers With Error,4,2,PBO-CNTFs,,PBO-CNTFs,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""PBO-CNTFs"", ""Comments"": null, ""Density [g cm−3] ±"": 1.26, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.7936507936507936, ""Tenacity [N tex−1]"": 4.5, ""±"": 0.2, ""Initial Modulus [N tex−1]"": 130.5, ""±.1"": 7.4, ""Elongation [%]"": 4, ""±.2"": 0.7, ""Work of Rupture [J g−1]"": null, ""±.3"": null, ""Electrical Conductivity [MS m−1]"": 2.2, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": null, ""±.5"": null, ""Tensile (Gpa)"": 5.67, ""Unnamed: 19"": null}",,,,1.26,,,,4.5,0.2,5.67,,130.5,7.4,,,4.0,0.7,,,,,,,1260.0,0.7936507936507936,0.0007936507936507,,,4500000.0,raw_value_as_GPa,5.67,5670000000.0,130500000.0,,,0.04,,2200000.0,1746.031746031746,,0.7936507936507936,,2.2,,,,,,2.2,1.26,1746.031746031746,1.746031746031746,PBO-CNTFs,False,,,
rec_a1096e0ad058,RadarFigureSource.xlsx,Radar,4,2,PBO-CNTFs,,PBO-CNTFs,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""PBO-CNTFs"", ""Comments"": null, ""Density [g cm−3] ±"": 1.26, ""Specific Volume [cm3g-1]"": 0.7936507936507936, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 4.5, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 130.5, ""Work of Rupture [J g−1]"": null, ""E Cond [MS m^2/g]"": 1.7460317460317463, ""Thermal Conductivity [W m−1 K−1]"": null, ""Electrical Conductivity [MS m−1]"": 2.2, ""Tensile [GPa]"": 5.67, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.26,,,,,,5.67,,,,,,,,,,,,,,1260.0,0.7936507936507936,0.0007936507936507,,,,raw_value_as_GPa,5.67,5670000000.0,,,,,,2200000.0,1746.0317460317465,,0.7936507936507936,1.7460317460317465,2.2,,,,,,2.2,1.26,1746.031746031746,1.746031746031746,PBO-CNTFs,False,,,
rec_1ea88a98e667,RadarFigureSource.xlsx,Fibers With Error,86,2,Pasquali paper,,S-DWNT (1700C),,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,DWCNT,,,,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""Pasquali paper"", ""Comments"": ""S-DWNT (1700C)"", ""Density [g cm−3] ±"": 1.71, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.5847953216374269, ""Tenacity [N tex−1]"": 3.84, ""±"": null, ""Initial Modulus [N tex−1]"": 368, ""±.1"": null, ""Elongation [%]"": null, ""±.2"": null, ""Work of Rupture [J g−1]"": 33.76, ""±.3"": null, ""Electrical Conductivity [MS m−1]"": 2.22, ""±.4"": null, ""Thermal Conductivity [W m−1 K−1]"": 482, ""±.5"": null, ""Tensile (Gpa)"": null, ""Unnamed: 19"": null}",,,,1.71,,,,3.84,,,,368.0,,,,,,33.76,,,,482.0,,1710.0,0.5847953216374269,0.0005847953216374,,,3840000.0,,,,368000000.0,,,,33760.0,2220000.0,1298.2456140350878,482.0,0.5847953216374269,,2.22,,,,,,2.22,1.71,1298.2456140350878,1.2982456140350878,Pasquali paper: S-DWNT (1700C),False,,,
rec_cedbdadfb972,RadarFigureSource.xlsx,Fibers With Error,14,2,S·DW:1700℃,,S·DW:1700℃,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,,heat_treated,1700.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:1700℃"", ""Comments"": null, ""Density [g cm−3] ±"": 1.71, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.5847953216374269, ""Tenacity [N tex−1]"": 3.84, ""±"": 0.42, ""Initial Modulus [N tex−1]"": 368, ""±.1"": 13, ""Elongation [%]"": 1.53, ""±.2"": 0.21, ""Work of Rupture [J g−1]"": 33.76, ""±.3"": 7.09, ""Electrical Conductivity [MS m−1]"": 2.22, ""±.4"": 0.34, ""Thermal Conductivity [W m−1 K−1]"": 482, ""±.5"": 63, ""Tensile (Gpa)"": 6.5664, ""Unnamed: 19"": null}",,,,1.71,,,,3.84,0.42,6.5664,,368.0,13.0,,,1.53,0.21,33.76,7.09,,,482.0,63.0,1710.0,0.5847953216374269,0.0005847953216374,,,3840000.0,raw_value_as_GPa,6.5664,6566400000.0,368000000.0,,,0.0153,33760.0,2220000.0,1298.2456140350878,482.0,0.5847953216374269,,2.22,,,0.34,,,2.22,1.71,1298.2456140350878,1.2982456140350878,S·DW:1700℃,False,,,
rec_76d2c69a04a4,RadarFigureSource.xlsx,Radar,14,2,S·DW:1700℃,,Heat Solution-Spun CNTF,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,solution_spun,heat_treated,1700.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:1700℃"", ""Comments"": ""Heat Solution-Spun CNTF"", ""Density [g cm−3] ±"": 1.71, ""Specific Volume [cm3g-1]"": 0.5847953216374269, ""Tenacity  [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 3.84, ""Initial Modulus [N tex−1 = GPa/SG = GPa/(g/cm^3)]"": 368, ""Work of Rupture [J g−1]"": 33.76, ""E Cond [MS m^2/g]"": 1.2982456140350878, ""Thermal Conductivity [W m−1 K−1]"": 482, ""Electrical Conductivity [MS m−1]"": 2.22, ""Tensile [GPa]"": 6.5664, ""G:D Ratio"": null, ""Publication"": null, ""Unnamed: 14"": null, ""Unnamed: 15"": null}",,,,1.71,,,,,,6.5664,,,,,,,,33.76,,,,482.0,,1710.0,0.5847953216374269,0.0005847953216374,,,,raw_value_as_GPa,6.5664,6566400000.0,,,,,33760.0,2220000.0,1298.2456140350878,482.0,0.5847953216374269,1.2982456140350878,2.22,,,,,,2.22,1.71,1298.2456140350878,1.2982456140350878,S·DW:1700℃: Heat Solution-Spun CNTF,False,,,
rec_d993a9d955d3,RadarFigureSource.xlsx,Fibers With Error,13,2,S·DW:1400℃,,S·DW:1400℃,,,,,,,,,,,CNT_or_CNT_hybrid,fiber_yarn,SWCNT_DWCNT_mix,,heat_treated,1400.0,,,,,,,derived radar/plot workbook,derived_plot_workbook,strict_candidate_missing_conditions,internal_seed_not_public,needs_reference_unit_condition_review,source_compilation,,"{""Name"": ""S·DW:1400℃"", ""Comments"": null, ""Density [g cm−3] ±"": 1.88, ""Unnamed: 4"": null, ""1/Density [cm3g-1]"": 0.5319148936170213, ""Tenacity [N tex−1]"": 2.74, ""±"": 0.18, ""Initial Modulus [N tex−1]"": 252, ""±.1"": 12, ""Elongation [%]"": 1.82, ""±.2"": 0.16, ""Work of Rupture [J g−1]"": 29.08, ""±.3"": 4.94, ""Electrical Conductivity [MS m−1]"": 1.86, ""±.4"": 0.56, ""Thermal Conductivity [W m−1 K−1]"": null, ""±.5"": null, ""Tensile (Gpa)"": 5.1512, ""Unnamed: 19"": null}",,,,1.88,,,,2.74,0.18,5.1512,,252.0,12.0,,,1.82,0.16,29.08,4.94,,,,,1880.0,0.5319148936170213,0.000531914893617,,,2740000.0,raw_value_as_GPa,5.1512,5151200000.0,252000000.0,,,0.0182,29080.0,1860000.0,989.3617021276596,,0.5319148936170213,,1.86,,,0.56,,,1.86,1.88,989.3617021276596,0.9893617021276595,S·DW:1400℃,False,,,
