series_id,source_file,source_sheet,source_row,year,series_code,series_label,property,value_raw,unit_raw,value_canonical,unit_canonical,extraction_method,raw_payload_json
series_58579e58ff6d,RadarFigureSource.xlsx,FibersStrengthYr,19,2022,CNTF_SPSTR,CNT fiber specific strength,specific_strength,5.5,GPa/SG_or_N/tex_from_plot,5500000.0,N m/kg,derived_plot_workbook,"{""Year"": 2022, ""CNTF_SPSTR"": 5.5, ""GF_SPSTR"": 0.62564, ""CNTSH_SPSTR"": 1.2, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.62564}"
series_18a20020f0e1,RadarFigureSource.xlsx,FibersStrengthYr,19,2022,GF_SPSTR,graphene fiber specific strength,specific_strength,0.62564,GPa/SG_or_N/tex_from_plot,625640.0,N m/kg,derived_plot_workbook,"{""Year"": 2022, ""CNTF_SPSTR"": 5.5, ""GF_SPSTR"": 0.62564, ""CNTSH_SPSTR"": 1.2, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.62564}"
series_5a2f5f84bd08,RadarFigureSource.xlsx,FibersStrengthYr,19,2022,CNTSH_SPSTR,CNT sheet specific strength,specific_strength,1.2,GPa/SG_or_N/tex_from_plot,1200000.0,N m/kg,derived_plot_workbook,"{""Year"": 2022, ""CNTF_SPSTR"": 5.5, ""GF_SPSTR"": 0.62564, ""CNTSH_SPSTR"": 1.2, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.62564}"
series_9264c12d87e3,RadarFigureSource.xlsx,FibersStrengthYr,19,2022,GF_SPSTR.1,graphene fiber specific strength,specific_strength,0.62564,GPa/SG_or_N/tex_from_plot,625640.0,N m/kg,derived_plot_workbook,"{""Year"": 2022, ""CNTF_SPSTR"": 5.5, ""GF_SPSTR"": 0.62564, ""CNTSH_SPSTR"": 1.2, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.62564}"
series_6b047bd70db9,RadarFigureSource.xlsx,FibersStrengthYr,20,2023,CNTF_SPSTR,CNT fiber specific strength,specific_strength,5.54,GPa/SG_or_N/tex_from_plot,5540000.0,N m/kg,derived_plot_workbook,"{""Year"": 2023, ""CNTF_SPSTR"": 5.54, ""GF_SPSTR"": null, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.61025}"
series_33882c87b060,RadarFigureSource.xlsx,FibersStrengthYr,20,2023,GF_SPSTR.1,graphene fiber specific strength,specific_strength,0.61025,GPa/SG_or_N/tex_from_plot,610250.0,N m/kg,derived_plot_workbook,"{""Year"": 2023, ""CNTF_SPSTR"": 5.54, ""GF_SPSTR"": null, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.61025}"
series_6ea2deb0c8b9,RadarFigureSource.xlsx,FibersStrengthYr,21,2023,CNTF_SPSTR,CNT fiber specific strength,specific_strength,4.79375,GPa/SG_or_N/tex_from_plot,4793750.0,N m/kg,derived_plot_workbook,"{""Year"": 2023, ""CNTF_SPSTR"": 4.79375, ""GF_SPSTR"": 0.67043, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.67043}"
series_ae005718ae5a,RadarFigureSource.xlsx,FibersStrengthYr,21,2023,GF_SPSTR,graphene fiber specific strength,specific_strength,0.67043,GPa/SG_or_N/tex_from_plot,670430.0,N m/kg,derived_plot_workbook,"{""Year"": 2023, ""CNTF_SPSTR"": 4.79375, ""GF_SPSTR"": 0.67043, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.67043}"
series_1c2519c22af4,RadarFigureSource.xlsx,FibersStrengthYr,21,2023,GF_SPSTR.1,graphene fiber specific strength,specific_strength,0.67043,GPa/SG_or_N/tex_from_plot,670430.0,N m/kg,derived_plot_workbook,"{""Year"": 2023, ""CNTF_SPSTR"": 4.79375, ""GF_SPSTR"": 0.67043, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0.67043}"
series_daeaca53847c,RadarFigureSource.xlsx,FibersStrengthYr,22,2024,CNTF_SPSTR,CNT fiber specific strength,specific_strength,5.8,GPa/SG_or_N/tex_from_plot,5800000.0,N m/kg,derived_plot_workbook,"{""Year"": 2024, ""CNTF_SPSTR"": 5.8, ""GF_SPSTR"": null, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 1.85185}"
series_516ebc4996f2,RadarFigureSource.xlsx,FibersStrengthYr,22,2024,GF_SPSTR.1,graphene fiber specific strength,specific_strength,1.85185,GPa/SG_or_N/tex_from_plot,1851850.0,N m/kg,derived_plot_workbook,"{""Year"": 2024, ""CNTF_SPSTR"": 5.8, ""GF_SPSTR"": null, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": null, ""Unnamed: 7"": null, ""Unnamed: 8"": null, ""Unnamed: 9"": null, ""Unnamed: 10"": null, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 1.85185}"
series_e2cb6f4bd981,RadarFigureSource.xlsx,FibersStrengthYr,23,2024,CNTF_SPSTR,CNT fiber specific strength,specific_strength,4.5,GPa/SG_or_N/tex_from_plot,4500000.0,N m/kg,derived_plot_workbook,"{""Year"": 2024, ""CNTF_SPSTR"": 4.5, ""GF_SPSTR"": 1.86316, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": ""Ref"", ""Unnamed: 7"": ""Notes"", ""Unnamed: 8"": ""Strength, GPa"", ""Unnamed: 9"": ""Specific Strength, Gpa/SG"", ""Unnamed: 10"": ""Density, g/cc"", ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 1.86316}"
series_9df372b030b0,RadarFigureSource.xlsx,FibersStrengthYr,23,2024,GF_SPSTR,graphene fiber specific strength,specific_strength,1.86316,GPa/SG_or_N/tex_from_plot,1863160.0,N m/kg,derived_plot_workbook,"{""Year"": 2024, ""CNTF_SPSTR"": 4.5, ""GF_SPSTR"": 1.86316, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": ""Ref"", ""Unnamed: 7"": ""Notes"", ""Unnamed: 8"": ""Strength, GPa"", ""Unnamed: 9"": ""Specific Strength, Gpa/SG"", ""Unnamed: 10"": ""Density, g/cc"", ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 1.86316}"
series_8eaf0de6cbc5,RadarFigureSource.xlsx,FibersStrengthYr,23,2024,GF_SPSTR.1,graphene fiber specific strength,specific_strength,1.86316,GPa/SG_or_N/tex_from_plot,1863160.0,N m/kg,derived_plot_workbook,"{""Year"": 2024, ""CNTF_SPSTR"": 4.5, ""GF_SPSTR"": 1.86316, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": ""Ref"", ""Unnamed: 7"": ""Notes"", ""Unnamed: 8"": ""Strength, GPa"", ""Unnamed: 9"": ""Specific Strength, Gpa/SG"", ""Unnamed: 10"": ""Density, g/cc"", ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 1.86316}"
series_846275af1a5b,RadarFigureSource.xlsx,FibersStrengthYr,26,2025,GF_SPSTR,graphene fiber specific strength,specific_strength,2.8894736842105266,GPa/SG_or_N/tex_from_plot,2889473.6842105268,N m/kg,derived_plot_workbook,"{""Year"": 2025, ""CNTF_SPSTR"": null, ""GF_SPSTR"": 2.8894736842105266, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": ""to be published in Nat Mater"", ""Unnamed: 7"": null, ""Unnamed: 8"": 5.49, ""Unnamed: 9"": 2.8894736842105266, ""Unnamed: 10"": 1.9, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0}"
series_79602cfbec1a,RadarFigureSource.xlsx,FibersStrengthYr,26,2025,GF_SPSTR.1,graphene fiber specific strength,specific_strength,0.0,GPa/SG_or_N/tex_from_plot,0.0,N m/kg,derived_plot_workbook,"{""Year"": 2025, ""CNTF_SPSTR"": null, ""GF_SPSTR"": 2.8894736842105266, ""CNTSH_SPSTR"": null, ""GSH_SPSTR"": null, ""Unnamed: 6"": ""to be published in Nat Mater"", ""Unnamed: 7"": null, ""Unnamed: 8"": 5.49, ""Unnamed: 9"": 2.8894736842105266, ""Unnamed: 10"": 1.9, ""Unnamed: 11"": null, ""Unnamed: 12"": null, ""GF_SPSTR.1"": 0}"
