issue_id,record_id,source_file,source_sheet,source_row,issue_type,field,message
issue_bc8c7c5feb7c,rec_25823ba0ae4b,RadarFigureSource.xlsx,Fibers With Error,10,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_db2e1a6330aa,rec_dc9e46de807d,RadarFigureSource.xlsx,Fibers With Error,11,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_ce5db0efdb9e,rec_dc9e46de807d,RadarFigureSource.xlsx,Fibers With Error,11,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_b488d504c73a,rec_0729e0a387b4,RadarFigureSource.xlsx,Fibers With Error,12,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_3c07b627d738,rec_0729e0a387b4,RadarFigureSource.xlsx,Fibers With Error,12,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_ece75ca5af1e,rec_d993a9d955d3,RadarFigureSource.xlsx,Fibers With Error,13,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_b25ced7cc73b,rec_d993a9d955d3,RadarFigureSource.xlsx,Fibers With Error,13,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_bdececb543c8,rec_cedbdadfb972,RadarFigureSource.xlsx,Fibers With Error,14,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_8c4f2bb2ec99,rec_cedbdadfb972,RadarFigureSource.xlsx,Fibers With Error,14,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_ed00cf4a4162,rec_7c59bae10273,RadarFigureSource.xlsx,Fibers With Error,15,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_d872eba7d606,rec_7c59bae10273,RadarFigureSource.xlsx,Fibers With Error,15,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_b42f6435dd70,rec_20856eaf929f,RadarFigureSource.xlsx,Fibers With Error,16,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_d287e0f80ce4,rec_20856eaf929f,RadarFigureSource.xlsx,Fibers With Error,16,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_2658506dba7a,rec_9bb656228bbb,RadarFigureSource.xlsx,Fibers With Error,17,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_f0f7d2da4e89,rec_9bb656228bbb,RadarFigureSource.xlsx,Fibers With Error,17,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_fd4440df0f78,rec_19d4c680af03,RadarFigureSource.xlsx,Fibers With Error,18,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_9b521ef99aba,rec_19d4c680af03,RadarFigureSource.xlsx,Fibers With Error,18,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_669895c06fe7,rec_6f52ffd7e365,RadarFigureSource.xlsx,Fibers With Error,19,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_b5fbccca77e6,rec_6f52ffd7e365,RadarFigureSource.xlsx,Fibers With Error,19,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_568c25bf1606,rec_8095007892f5,RadarFigureSource.xlsx,Fibers With Error,20,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_02d9c625b479,rec_8095007892f5,RadarFigureSource.xlsx,Fibers With Error,20,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_7c908a68814f,rec_d98dd723f754,RadarFigureSource.xlsx,Fibers With Error,21,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_b63d268da9ac,rec_d98dd723f754,RadarFigureSource.xlsx,Fibers With Error,21,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_5f99f3a6285d,rec_7b7b17d7a84a,RadarFigureSource.xlsx,Fibers With Error,22,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_13d1f4335851,rec_7b7b17d7a84a,RadarFigureSource.xlsx,Fibers With Error,22,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_9b6a36f18512,rec_00b21901ba4b,RadarFigureSource.xlsx,Fibers With Error,23,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_bf18af9c635d,rec_00b21901ba4b,RadarFigureSource.xlsx,Fibers With Error,23,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_612464a91135,rec_d4b7a10fead1,RadarFigureSource.xlsx,Fibers With Error,24,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_d6b48f7c1542,rec_d4b7a10fead1,RadarFigureSource.xlsx,Fibers With Error,24,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_0f8922674b27,rec_6986799e98a9,RadarFigureSource.xlsx,Fibers With Error,25,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_7187abdb0775,rec_79f94961ecba,RadarFigureSource.xlsx,Fibers With Error,26,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_f3bda8aaa9f7,rec_03283b7333ed,RadarFigureSource.xlsx,Fibers With Error,27,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_2d81d0e0bd0f,rec_cea69660788d,RadarFigureSource.xlsx,Fibers With Error,28,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_c5efe95cb294,rec_deb0289b9a1c,RadarFigureSource.xlsx,Fibers With Error,29,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_c8a39adce287,rec_de49803fd0b1,RadarFigureSource.xlsx,Fibers With Error,30,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_be01a62bb035,rec_de49803fd0b1,RadarFigureSource.xlsx,Fibers With Error,30,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_e8a96d19ec14,rec_4a011ec32d34,RadarFigureSource.xlsx,Fibers With Error,31,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_bb3ec21e0cbf,rec_4a011ec32d34,RadarFigureSource.xlsx,Fibers With Error,31,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_5f42839f8ebb,rec_a51d4d0225a0,RadarFigureSource.xlsx,Fibers With Error,32,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_caa4324c5b48,rec_a51d4d0225a0,RadarFigureSource.xlsx,Fibers With Error,32,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_721094e6162a,rec_97cc9d1dbafc,RadarFigureSource.xlsx,Fibers With Error,33,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_2a0ed3054f90,rec_97cc9d1dbafc,RadarFigureSource.xlsx,Fibers With Error,33,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_c9e811f43286,rec_44f46b8aecb4,RadarFigureSource.xlsx,Fibers With Error,34,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_48c4e9915c0a,rec_44f46b8aecb4,RadarFigureSource.xlsx,Fibers With Error,34,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_c08055caa020,rec_9aa6fee9f185,RadarFigureSource.xlsx,Fibers With Error,35,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_3f1f2dc84eed,rec_9aa6fee9f185,RadarFigureSource.xlsx,Fibers With Error,35,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_3566b7a7e6b5,rec_500f58dc961e,RadarFigureSource.xlsx,Fibers With Error,36,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_a4804e58048e,rec_500f58dc961e,RadarFigureSource.xlsx,Fibers With Error,36,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_f4a187f7e1b0,rec_14dbb20d165b,RadarFigureSource.xlsx,Fibers With Error,37,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_04f7bd34c597,rec_14dbb20d165b,RadarFigureSource.xlsx,Fibers With Error,37,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_468c14ec0b83,rec_fcb2caba4fa2,RadarFigureSource.xlsx,Fibers With Error,38,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_6ef5c9134216,rec_fcb2caba4fa2,RadarFigureSource.xlsx,Fibers With Error,38,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_277f77311330,rec_e7467a47c303,RadarFigureSource.xlsx,Fibers With Error,39,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_b67fe07988b8,rec_e7467a47c303,RadarFigureSource.xlsx,Fibers With Error,39,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_7059259c62a9,rec_87de030d7a7c,RadarFigureSource.xlsx,Fibers With Error,40,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_f74b95ac6ddc,rec_d48850718f54,RadarFigureSource.xlsx,Fibers With Error,72,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_09ceaacf8e9a,rec_d48850718f54,RadarFigureSource.xlsx,Fibers With Error,72,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm."
issue_cd76f95b7824,rec_1ea88a98e667,RadarFigureSource.xlsx,Fibers With Error,86,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_f697465d149a,rec_1ea88a98e667,RadarFigureSource.xlsx,Fibers With Error,86,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_3f958571133a,rec_d02b77ff55e6,RadarFigureSource.xlsx,Fibers With Error,88,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_165a22dcf65c,rec_d02b77ff55e6,RadarFigureSource.xlsx,Fibers With Error,88,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, measurement_method, gauge_length_mm, strain_rate_s_inv."
issue_e6f4ae404338,rec_5deb73ee79a7,20210409_Metaanalysis_database.xlsx,Main,239,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_548eb50c0b78,rec_55de66def843,20210409_Metaanalysis_database.xlsx,Main,248,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_1f3e3d9d1328,rec_e944403e0e70,20210409_Metaanalysis_database.xlsx,Main,249,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_ad392053ddc5,rec_a9e48533019f,20210409_Metaanalysis_database.xlsx,Main,250,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_a9f6c733c71d,rec_2e73cd32c49b,20210409_Metaanalysis_database.xlsx,Main,251,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_f342ace1761b,rec_3eb108b12ebd,20210409_Metaanalysis_database.xlsx,Main,252,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_0f636b349c6a,rec_5d9ea0eef75f,20210409_Metaanalysis_database.xlsx,Main,253,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_e8f2ad6c1542,rec_750f77c95c0a,20210409_Metaanalysis_database.xlsx,Main,254,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_263afc3b02ff,rec_496bfcfe08a8,20210409_Metaanalysis_database.xlsx,Main,255,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_8491fdfee3a7,rec_fcd6bbf0f77c,20210409_Metaanalysis_database.xlsx,Main,256,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_5f6e26ef52ef,rec_79dbd3929e32,20210409_Metaanalysis_database.xlsx,Main,257,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_2ca15b2588d6,rec_7337f15cfd90,20210409_Metaanalysis_database.xlsx,Main,260,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_7f31b526a3c9,rec_7bd08b92418f,20210409_Metaanalysis_database.xlsx,Main,261,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_9c08dcb1e436,rec_f2af1bbf443c,20210409_Metaanalysis_database.xlsx,Main,262,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_adc43336db00,rec_f8a53ffddb31,20210409_Metaanalysis_database.xlsx,Main,263,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_a707ecea4fa5,rec_cb0253972c42,20210409_Metaanalysis_database.xlsx,Main,264,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_fa7834a7b15f,rec_8e57e7d8c8da,20210409_Metaanalysis_database.xlsx,Main,265,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_d8dc09fcb772,rec_32f26d22b6be,20210409_Metaanalysis_database.xlsx,Main,269,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_52b4423a8b5a,rec_31c17ebc8404,20210409_Metaanalysis_database.xlsx,Main,270,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_e3920a2c1e38,rec_e3b8e10e03ae,20210409_Metaanalysis_database.xlsx,Main,271,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_3e943e00694b,rec_81c24e424e07,20210409_Metaanalysis_database.xlsx,Main,272,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_23fad3b1d60b,rec_d9776634eed9,20210409_Metaanalysis_database.xlsx,Main,273,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_f36b61850c94,rec_174f56453958,20210409_Metaanalysis_database.xlsx,Main,279,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_a74791bb5dc5,rec_adb6216748cf,20210409_Metaanalysis_database.xlsx,Main,280,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_f7f22bda0e40,rec_35f58d107700,20210409_Metaanalysis_database.xlsx,Main,281,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_41e74bab967e,rec_40e9dc049f41,20210409_Metaanalysis_database.xlsx,Main,284,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_07c2f45f91b9,rec_24bb523665f6,20210409_Metaanalysis_database.xlsx,Main,285,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_5323517ccf26,rec_0d97429b77fa,20210409_Metaanalysis_database.xlsx,Main,287,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_5578ac3b567d,rec_a54228339b09,20210409_Metaanalysis_database.xlsx,Main,288,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_54b994ffb04d,rec_4374e2fabfae,20210409_Metaanalysis_database.xlsx,Main,289,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_ce0be4fddd11,rec_a1cd6741e50b,20210409_Metaanalysis_database.xlsx,Main,290,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_8f88e2df7db1,rec_a2727cb7e72d,20210409_Metaanalysis_database.xlsx,Main,291,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_46f7ec90792c,rec_d01abd42e0a1,20210409_Metaanalysis_database.xlsx,Main,292,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_a9094e60112b,rec_c7134422540f,20210409_Metaanalysis_database.xlsx,Main,298,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_b6a8ec6f5094,rec_480748669f11,20210409_Metaanalysis_database.xlsx,Main,299,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_0e6a26e34192,rec_aef52c677b4c,20210409_Metaanalysis_database.xlsx,Main,334,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_3c964fb9d5d3,rec_c75363aff417,20210409_Metaanalysis_database.xlsx,Main,335,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_5ba1b5969f95,rec_147dd4b47590,20210409_Metaanalysis_database.xlsx,Main,340,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_e466ae16aff0,rec_91040329d01c,20210409_Metaanalysis_database.xlsx,Main,343,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_2c8d9a4e984a,rec_4e3361c3dfce,20210409_Metaanalysis_database.xlsx,Main,344,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_bae607d0d56a,rec_992fcae7429f,20210409_Metaanalysis_database.xlsx,Main,385,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_290024d0a5eb,rec_43c8b2ad0a25,20210409_Metaanalysis_database.xlsx,Main,386,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_b6caebf9c181,rec_bd25362c51ad,20210409_Metaanalysis_database.xlsx,Main,387,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_3c18c34f4107,rec_68cda7be9740,20210409_Metaanalysis_database.xlsx,Main,388,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_12422f369382,rec_faf1340e7024,20210409_Metaanalysis_database.xlsx,Main,389,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_55924e04cd81,rec_793ed5d61019,20210409_Metaanalysis_database.xlsx,Main,390,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_bdc793ced791,rec_11423b26f38b,20210409_Metaanalysis_database.xlsx,Main,391,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_cb7dcf5974f9,rec_2e90007d969a,20210409_Metaanalysis_database.xlsx,Main,398,missing_reference,doi_raw,CNT/graphene row lacks DOI-like citation string.
issue_518b783861cb,rec_9b1000f7d771,20210409_Metaanalysis_database.xlsx,Main,412,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_d3b837a7f80b,rec_b5fa2037c205,20210409_Metaanalysis_database.xlsx,Main,413,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_ad0de957c977,rec_8e8a5c522f03,20210409_Metaanalysis_database.xlsx,Main,414,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_041e8ec8abca,rec_6f57d5810b7d,20210409_Metaanalysis_database.xlsx,Main,415,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_149a621bd20d,rec_c5a51ae37304,20210409_Metaanalysis_database.xlsx,Main,416,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm."
issue_2a582eb14ec7,rec_48df72b9e400,20210409_Metaanalysis_database.xlsx,Main,420,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, gauge_length_mm, strain_rate_s_inv."
issue_10356ecb2b56,rec_de5eeb0600cc,20210409_Metaanalysis_database.xlsx,Main,421,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_9075d2f995a5,rec_3eddf4ec94c0,20210409_Metaanalysis_database.xlsx,Main,422,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_edd1d6c4f1a9,rec_8fa181b312c6,20210409_Metaanalysis_database.xlsx,Main,423,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_146408a4245e,rec_acaa8794f190,20210409_Metaanalysis_database.xlsx,Main,424,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_b39accf0ca3d,rec_089a12cf38cd,20210409_Metaanalysis_database.xlsx,Main,425,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_937c3d7c2ae5,rec_cb276859bbe8,20210409_Metaanalysis_database.xlsx,Main,426,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_67817bef24a9,rec_f2c35e7d537e,20210409_Metaanalysis_database.xlsx,Main,427,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_0d8b9930fea9,rec_c618207f11d5,20210409_Metaanalysis_database.xlsx,Main,428,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_eb7f6c3e9f9d,rec_e5830efea682,20210409_Metaanalysis_database.xlsx,Main,429,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_f1ca13fed919,rec_1f782f12077f,20210409_Metaanalysis_database.xlsx,Main,430,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_83d1018a93c8,rec_414969d62f1f,20210409_Metaanalysis_database.xlsx,Main,431,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_834b828672e5,rec_cfe6fcc0e391,20210409_Metaanalysis_database.xlsx,Main,432,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_9330bc878a52,rec_c8513b9e58ed,20210409_Metaanalysis_database.xlsx,Main,433,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_1689f4558341,rec_94d819835a77,20210409_Metaanalysis_database.xlsx,Main,434,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_a4e4a9b7f112,rec_14e65a83c832,20210409_Metaanalysis_database.xlsx,Main,435,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_8285b5aa659b,rec_4df5fc5e310d,20210409_Metaanalysis_database.xlsx,Main,436,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_6082783e99c4,rec_fdb0f14e1728,20210409_Metaanalysis_database.xlsx,Main,437,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_90fd45b124c2,rec_9e05a75c013a,20210409_Metaanalysis_database.xlsx,Main,438,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
issue_235663adeaf6,rec_2da7e38c9413,20210409_Metaanalysis_database.xlsx,Main,439,missing_conditions,conditions,"Strict comparison candidate lacks structured metadata: condition_temperature_C, condition_atmosphere, gauge_length_mm, strain_rate_s_inv."
